,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX4505474,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642039,SRP156287,PRJNA484385,484385,SRS3625869,SAMN09764031,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102429,9764031,GSE118084,GSM3318399,31719182,,,,,emb,1_days_control,0_days_control,True,True,True,emb:1_days_control,True,True
SRX4505475,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642040,SRP156287,PRJNA484385,484385,SRS3625867,SAMN09764030,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102430,9764030,GSE118084,GSM3318400,31719182,,,,,emb,0_days_control,0_days_control,True,True,True,emb:0_days_control,True,True
SRX4505476,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642041,SRP156287,PRJNA484385,484385,SRS3625865,SAMN09764012,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102431,9764012,GSE118084,GSM3318401,31719182,,,,,emb,1_days_control,0_days_control,True,True,True,emb:1_days_control,True,True
SRX4505477,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642042,SRP156287,PRJNA484385,484385,SRS3625864,SAMN09764025,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102432,9764025,GSE118084,GSM3318402,31719182,,,,,emb,0_days_control,0_days_control,True,True,True,emb:0_days_control,True,True
SRX4505478,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642043,SRP156287,PRJNA484385,484385,SRS3625871,SAMN09764024,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102433,9764024,GSE118084,GSM3318403,31719182,,,,,emb,1_days_control,0_days_control,True,True,True,emb:1_days_control,True,True
SRX4505479,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642044,SRP156287,PRJNA484385,484385,SRS3625866,SAMN09764023,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102434,9764023,GSE118084,GSM3318404,31719182,,,,,emb,0_days_2.45,0_days_control,True,True,True,emb:0_days_2.45,True,True
SRX4505480,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642045,SRP156287,PRJNA484385,484385,SRS3625870,SAMN09764022,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102435,9764022,GSE118084,GSM3318405,31719182,,,,,emb,1_days_2.45,0_days_control,True,True,True,emb:1_days_2.45,True,True
SRX4505481,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642046,SRP156287,PRJNA484385,484385,SRS3625872,SAMN09764021,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102436,9764021,GSE118084,GSM3318406,31719182,,,,,emb,0_days_2.45,0_days_control,True,True,True,emb:0_days_2.45,True,True
SRX4505482,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642047,SRP156287,PRJNA484385,484385,SRS3625873,SAMN09764020,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102437,9764020,GSE118084,GSM3318407,31719182,,,,,emb,1_days_2.45,0_days_control,True,True,True,emb:1_days_2.45,True,True
SRX4505483,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642048,SRP156287,PRJNA484385,484385,SRS3625875,SAMN09764019,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102438,9764019,GSE118084,GSM3318408,31719182,,,,,emb,0_days_2.45,0_days_control,True,True,True,emb:0_days_2.45,True,True
SRX4505484,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642049,SRP156287,PRJNA484385,484385,SRS3625874,SAMN09764018,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102439,9764018,GSE118084,GSM3318409,31719182,,,,,emb,1_days_2.45,0_days_control,True,True,True,emb:1_days_2.45,True,True
SRX4505485,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642050,SRP156287,PRJNA484385,484385,SRS3625876,SAMN09764017,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102440,9764017,GSE118084,GSM3318410,31719182,,,,,emb,1_days_2.45,0_days_control,True,True,True,emb:1_days_2.45,True,True
SRX4505486,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642051,SRP156287,PRJNA484385,484385,SRS3625877,SAMN09764016,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102441,9764016,GSE118084,GSM3318411,31719182,,,,,dap,0_days_control,0_days_control,True,True,True,dap:0_days_control,True,True
SRX4505487,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642052,SRP156287,PRJNA484385,484385,SRS3625878,SAMN09764015,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102442,9764015,GSE118084,GSM3318412,31719182,,,,,dap,1_days_control,0_days_control,True,True,True,dap:1_days_control,True,True
SRX4505488,2018-09-25 17:57:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642054,SRP156287,PRJNA484385,484385,SRS3625879,SAMN09764013,SRA751592,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6102443,9764013,GSE118084,GSM3318414,31719182,,,,,dap,0_days_control,0_days_control,True,True,True,dap:0_days_control,True,True
SRX4506075,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642641,SRP156306,PRJNA484402,484402,SRS3626447,SAMN09764553,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103030,9764553,GSE118091,GSM3318523,31719182,,,,,dap,1_days_control,0_days_control,True,True,True,dap:1_days_control,True,True
SRX4506076,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642642,SRP156306,PRJNA484402,484402,SRS3626448,SAMN09764552,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103031,9764552,GSE118091,GSM3318524,31719182,,,,,dap,0_days_control,0_days_control,True,True,True,dap:0_days_control,True,True
SRX4506077,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642643,SRP156306,PRJNA484402,484402,SRS3626450,SAMN09764551,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103032,9764551,GSE118091,GSM3318525,31719182,,,,,dap,1_days_control,0_days_control,True,True,True,dap:1_days_control,True,True
SRX4506078,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642644,SRP156306,PRJNA484402,484402,SRS3626451,SAMN09764550,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103033,9764550,GSE118091,GSM3318526,31719182,,,,,dap,0_days_control,0_days_control,True,True,True,dap:0_days_control,True,True
SRX4506079,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642645,SRP156306,PRJNA484402,484402,SRS3626453,SAMN09764549,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103034,9764549,GSE118091,GSM3318527,31719182,,,,,dap,1_days_control,0_days_control,True,True,True,dap:1_days_control,True,True
SRX4506080,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642646,SRP156306,PRJNA484402,484402,SRS3626452,SAMN09764548,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103035,9764548,GSE118091,GSM3318528,31719182,,,,,dap,0_days_25,0_days_control,True,True,True,dap:0_days_25,True,True
SRX4506081,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642647,SRP156306,PRJNA484402,484402,SRS3626454,SAMN09764547,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103036,9764547,GSE118091,GSM3318529,31719182,,,,,dap,1_days_25,0_days_control,True,True,True,dap:1_days_25,True,True
SRX4506082,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642648,SRP156306,PRJNA484402,484402,SRS3626455,SAMN09764546,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103037,9764546,GSE118091,GSM3318530,31719182,,,,,dap,0_days_25,0_days_control,True,True,True,dap:0_days_25,True,True
SRX4506083,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642649,SRP156306,PRJNA484402,484402,SRS3626456,SAMN09764545,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103038,9764545,GSE118091,GSM3318531,31719182,,,,,dap,1_days_25,0_days_control,True,True,True,dap:1_days_25,True,True
SRX4506084,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642650,SRP156306,PRJNA484402,484402,SRS3626457,SAMN09764544,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103039,9764544,GSE118091,GSM3318532,31719182,,,,,dap,0_days_25,0_days_control,True,True,True,dap:0_days_25,True,True
SRX4506085,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642651,SRP156306,PRJNA484402,484402,SRS3626458,SAMN09764543,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103040,9764543,GSE118091,GSM3318533,31719182,,,,,dap,1_days_25,0_days_control,True,True,True,dap:1_days_25,True,True
SRX4506086,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642652,SRP156306,PRJNA484402,484402,SRS3626459,SAMN09764542,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103041,9764542,GSE118091,GSM3318534,31719182,,,,,dap,0_days_25,0_days_control,True,True,True,dap:0_days_25,True,True
SRX4506087,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642653,SRP156306,PRJNA484402,484402,SRS3626460,SAMN09764541,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103042,9764541,GSE118091,GSM3318535,31719182,,,,,dap,1_days_25,0_days_control,True,True,True,dap:1_days_25,True,True
SRX4506088,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642654,SRP156306,PRJNA484402,484402,SRS3626461,SAMN09764540,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103043,9764540,GSE118091,GSM3318536,31719182,,,,,linez,0_days_control,0_days_control,True,True,True,linez:0_days_control,True,True
SRX4506089,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642655,SRP156306,PRJNA484402,484402,SRS3626462,SAMN09764539,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103044,9764539,GSE118091,GSM3318537,31719182,,,,,linez,1_days_control,0_days_control,True,True,True,linez:1_days_control,True,True
SRX4506090,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642656,SRP156306,PRJNA484402,484402,SRS3626463,SAMN09764538,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103045,9764538,GSE118091,GSM3318538,31719182,,,,,linez,0_days_control,0_days_control,True,True,True,linez:0_days_control,True,True
SRX4506271,2018-09-25 17:57:17,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642837,SRP156309,PRJNA484403,484403,SRS3626644,SAMN09764568,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103226,9764568,GSE118097,GSM3318567,31719182,,,,,linez,0_days_control,0_days_control,True,True,True,linez:0_days_control,True,True
SRX4506272,2018-09-25 17:57:17,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642838,SRP156309,PRJNA484403,484403,SRS3626645,SAMN09764567,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103227,9764567,GSE118097,GSM3318568,31719182,,,,,linez,1_days_control,0_days_control,True,True,True,linez:1_days_control,True,True
SRX4506273,2018-09-25 17:57:17,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642839,SRP156309,PRJNA484403,484403,SRS3626646,SAMN09764566,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103228,9764566,GSE118097,GSM3318569,31719182,,,,,linez,0_days_control,0_days_control,True,True,True,linez:0_days_control,True,True
SRX4506274,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642840,SRP156309,PRJNA484403,484403,SRS3626650,SAMN09764565,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103229,9764565,GSE118097,GSM3318570,31719182,,,,,linez,1_days_control,0_days_control,True,True,True,linez:1_days_control,True,True
SRX4506275,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642841,SRP156309,PRJNA484403,484403,SRS3626647,SAMN09764564,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103230,9764564,GSE118097,GSM3318571,31719182,,,,,linez,0_days_4,0_days_control,True,True,True,linez:0_days_4,True,True
SRX4506276,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642842,SRP156309,PRJNA484403,484403,SRS3626648,SAMN09764563,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103231,9764563,GSE118097,GSM3318572,31719182,,,,,linez,1_days_4,0_days_control,True,True,True,linez:1_days_4,True,True
SRX4506277,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642843,SRP156309,PRJNA484403,484403,SRS3626649,SAMN09764562,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103232,9764562,GSE118097,GSM3318573,31719182,,,,,linez,0_days_4,0_days_control,True,True,True,linez:0_days_4,True,True
SRX4506278,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642844,SRP156309,PRJNA484403,484403,SRS3626651,SAMN09764561,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103233,9764561,GSE118097,GSM3318574,31719182,,,,,linez,1_days_4,0_days_control,True,True,True,linez:1_days_4,True,True
SRX4506279,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642845,SRP156309,PRJNA484403,484403,SRS3626652,SAMN09764560,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103234,9764560,GSE118097,GSM3318575,31719182,,,,,linez,0_days_4,0_days_control,True,True,True,linez:0_days_4,True,True
SRX4506280,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642846,SRP156309,PRJNA484403,484403,SRS3626653,SAMN09764559,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103235,9764559,GSE118097,GSM3318576,31719182,,,,,linez,1_days_4,0_days_control,True,True,True,linez:1_days_4,True,True
SRX4506281,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642847,SRP156309,PRJNA484403,484403,SRS3626656,SAMN09764558,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103236,9764558,GSE118097,GSM3318577,31719182,,,,,linez,0_days_4,0_days_control,True,True,True,linez:0_days_4,True,True
SRX4506282,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642848,SRP156309,PRJNA484403,484403,SRS3626654,SAMN09764557,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103237,9764557,GSE118097,GSM3318578,31719182,,,,,linez,1_days_4,0_days_control,True,True,True,linez:1_days_4,True,True
SRX4506283,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642849,SRP156309,PRJNA484403,484403,SRS3626655,SAMN09764556,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103238,9764556,GSE118097,GSM3318579,31719182,,,,,smx,0_days_control,0_days_control,True,True,True,smx:0_days_control,True,True
SRX4506285,2018-09-25 17:57:18,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642851,SRP156309,PRJNA484403,484403,SRS3626658,SAMN09764554,SRA751731,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103240,9764554,GSE118097,GSM3318581,31719182,,,,,smx,0_days_control,0_days_control,True,True,True,smx:0_days_control,True,True
SRX4506344,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642910,SRP156314,PRJNA484405,484405,SRS3626715,SAMN09764588,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103338,9764588,GSE118100,GSM3318585,31719182,,,,,smx,1_days_control,0_days_control,True,True,True,smx:1_days_control,True,True
SRX4506345,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642911,SRP156314,PRJNA484405,484405,SRS3626716,SAMN09764587,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103339,9764587,GSE118100,GSM3318586,31719182,,,,,smx,0_days_control,0_days_control,True,True,True,smx:0_days_control,True,True
SRX4506346,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642912,SRP156314,PRJNA484405,484405,SRS3626724,SAMN09764586,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103340,9764586,GSE118100,GSM3318587,31719182,,,,,smx,1_days_control,0_days_control,True,True,True,smx:1_days_control,True,True
SRX4506347,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642913,SRP156314,PRJNA484405,484405,SRS3626718,SAMN09764585,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103341,9764585,GSE118100,GSM3318588,31719182,,,,,smx,0_days_12.5,0_days_control,True,True,True,smx:0_days_12.5,True,True
SRX4506348,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642914,SRP156314,PRJNA484405,484405,SRS3626717,SAMN09764584,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103342,9764584,GSE118100,GSM3318589,31719182,,,,,smx,1_days_12.5,0_days_control,True,True,True,smx:1_days_12.5,True,True
SRX4506349,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642915,SRP156314,PRJNA484405,484405,SRS3626723,SAMN09764583,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103343,9764583,GSE118100,GSM3318590,31719182,,,,,smx,0_days_12.5,0_days_control,True,True,True,smx:0_days_12.5,True,True
SRX4506350,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642916,SRP156314,PRJNA484405,484405,SRS3626722,SAMN09764582,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103344,9764582,GSE118100,GSM3318591,31719182,,,,,smx,1_days_12.5,0_days_control,True,True,True,smx:1_days_12.5,True,True
SRX4506351,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642917,SRP156314,PRJNA484405,484405,SRS3626720,SAMN09764581,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103345,9764581,GSE118100,GSM3318592,31719182,,,,,smx,0_days_12.5,0_days_control,True,True,True,smx:0_days_12.5,True,True
SRX4506352,2018-09-25 17:57:19,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642918,SRP156314,PRJNA484405,484405,SRS3626721,SAMN09764580,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103346,9764580,GSE118100,GSM3318593,31719182,,,,,smx,1_days_12.5,0_days_control,True,True,True,smx:1_days_12.5,True,True
SRX4506353,2018-09-25 17:57:20,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642919,SRP156314,PRJNA484405,484405,SRS3626719,SAMN09764579,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103347,9764579,GSE118100,GSM3318594,31719182,,,,,sq109,0_days_control,0_days_control,True,True,True,sq109:0_days_control,True,True
SRX4506354,2018-09-25 17:57:20,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642920,SRP156314,PRJNA484405,484405,SRS3626725,SAMN09764578,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103348,9764578,GSE118100,GSM3318595,31719182,,,,,sq109,1_days_control,0_days_control,True,True,True,sq109:1_days_control,True,True
SRX4506355,2018-09-25 17:57:20,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642921,SRP156314,PRJNA484405,484405,SRS3626733,SAMN09764577,SRA751740,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6103349,9764577,GSE118100,GSM3318596,31719182,,,,,sq109,0_days_control,0_days_control,True,True,True,sq109:0_days_control,True,True
SRX4514112,2018-09-25 17:58:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7651347,SRP156507,PRJNA484824,484824,SRS3632659,SAMN09770190,SRA754744,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6112143,9770190,GSE118196,GSM3320513,31719182,,,,,sq109,1_days_control,0_days_control,True,True,True,sq109:1_days_control,True,True
SRX4514113,2018-09-25 17:58:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7651348,SRP156507,PRJNA484824,484824,SRS3632660,SAMN09770189,SRA754744,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6112144,9770189,GSE118196,GSM3320514,31719182,,,,,sq109,0_days_control,0_days_control,True,True,True,sq109:0_days_control,True,True
SRX4514114,2018-09-25 17:58:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7651349,SRP156507,PRJNA484824,484824,SRS3632662,SAMN09770188,SRA754744,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,6112145,9770188,GSE118196,GSM3320515,31719182,,,,,sq109,1_days_control,0_days_control,True,True,True,sq109:1_days_control,True,True
