All-Genes,Genes in same transcription unit,Accession-1,Left-End-Position
Rv2798c,Rv2798c // Rv2797c // lppV,Rv2798c,3107311
Rv2799,Rv2800 // Rv2799,Rv2799,3107768
Rv2800,Rv2800 // Rv2799,Rv2800,3108416
mazE9,mazE9 // mazF9,Rv2801A,3110507
mazF9,mazE9 // mazF9,Rv2801c,3110167
Rv2802c,Rv2802c,Rv2802c,3110780
Rv2803,Rv2803,Rv2803,3111822
Rv2804c,Rv2804c,Rv2804c,3112465
Rv2805,Rv2806 // Rv2805,Rv2805,3112867
Rv2806,Rv2806 // Rv2805,Rv2806,3113268
Rv2807,Rv2807,Rv2807,3113658
Rv2808,Rv2808,Rv2808,3115046
Rv2809,Rv2809,Rv2809,3115408
Rv2810c,Rv2810c,Rv2810c,3115741
Rv2811,Rv2811,Rv2811,3116139
Rv2812,Rv2813 // Rv2812,Rv2812,3116818
Rv2813,Rv2813 // Rv2812,Rv2813,3118224
Rv2814c,Rv2815c // Rv2814c,Rv2814c,3120566
Rv2815c,Rv2815c // Rv2814c,Rv2815c,3121501
cas2,csm6 // cas1 // cas2,Rv2816c,3123625
cas1,csm6 // cas1 // cas2,Rv2817c,3123967
csm6,csm6 // cas1 // cas2,Rv2818c,3124996
csm5,cas6 // cas10 // csm2 // csm3 // csm4 // csm5,Rv2819c,3126240
csm4,cas6 // cas10 // csm2 // csm3 // csm4 // csm5,Rv2820c,3127364
csm3,cas6 // cas10 // csm2 // csm3 // csm4 // csm5,Rv2821c,3128253
csm2,cas6 // cas10 // csm2 // csm3 // csm4 // csm5,Rv2822c,3128973
cas10,cas6 // cas10 // csm2 // csm3 // csm4 // csm5,Rv2823c,3129344
cas6,cas6 // cas10 // csm2 // csm3 // csm4 // csm5,Rv2824c,3131770
Rv2825c,Rv2825c,Rv2825c,3132892
Rv2826c,Rv2827c // Rv2826c,Rv2826c,3133709
Rv2827c,Rv2827c // Rv2826c,Rv2827c,3134596
Rv2828A,vapB22 // vapC22 // Rv2828A // Rv2828c,Rv2828A,3136330
Rv2828c,vapB22 // vapC22 // Rv2828A // Rv2828c,Rv2828c,3135788
vapC22,vapB22 // vapC22 // Rv2828A // Rv2828c,Rv2829c,3136620
vapB22,vapB22 // vapC22 // Rv2828A // Rv2828c,Rv2830c,3137009
echA16,echA16,Rv2831,3137271
ugpC,ugpA // ugpE // ugpB // ugpC,Rv2832c,3138099
ugpB,ugpA // ugpE // ugpB // ugpC,Rv2833c,3139174
ugpE,ugpA // ugpE // ugpB // ugpC,Rv2834c,3140487
ugpA,ugpA // ugpE // ugpB // ugpC,Rv2835c,3141311
dinF,nrnA // dinF,Rv2836c,3142309
nrnA,nrnA // dinF,Rv2837c,3143635
rbfA,infB // rbfA,Rv2838c,3144620
infB,infB // rbfA,Rv2839c,3145171
Rv2840c,Rv2840c,Rv2840c,3147959
nusA,rimP // nusA,Rv2841c,3148385
rimP,rimP // nusA,Rv2842c,3149425
Rv2843,Rv2844 // Rv2843,Rv2843,3150171
Rv2844,Rv2844 // Rv2843,Rv2844,3150713
proS,proS,Rv2845c,3151202
efpA,Rv2851c // Rv2850c // cobO // cobB // cysG // efpA,Rv2846c,3153039
cysG,Rv2851c // Rv2850c // cobO // cobB // cysG // efpA,Rv2847c,3154654
cobB,Rv2851c // Rv2850c // cobO // cobB // cysG // efpA,Rv2848c,3156148
cobO,Rv2851c // Rv2850c // cobO // cobB // cysG // efpA,Rv2849c,3157521
Rv2850c,Rv2851c // Rv2850c // cobO // cobB // cysG // efpA,Rv2850c,3158165
Rv2851c,Rv2851c // Rv2850c // cobO // cobB // cysG // efpA,Rv2851c,3160051
mqo,mqo,Rv2852c,3160580
PE_PGRS48,mtr // Rv2854 // PE_PGRS48,Rv2853,3162268
Rv2854,mtr // Rv2854 // PE_PGRS48,Rv2854,3164152
mtr,mtr // Rv2854 // PE_PGRS48,Rv2855,3165205
nicT,nicT,Rv2856,3166684
Rv2857c,glnA4 // Rv2859c // aldC // Rv2857c,Rv2857c,3168583
aldC,glnA4 // Rv2859c // aldC // Rv2857c,Rv2858c,3169356
Rv2859c,glnA4 // Rv2859c // aldC // Rv2857c,Rv2859c,3170720
glnA4,glnA4 // Rv2859c // aldC // Rv2857c,Rv2860c,3171627
mapB,mapB,Rv2861c,3173160
vapB23,vapC23 // vapB23,Rv2862A,3174747
Rv2862c,Rv2862c,Rv2862c,3174059
vapC23,vapC23 // vapB23,Rv2863,3174992
Rv2864c,Rv2864c,Rv2864c,3175454
relF,relG // relF,Rv2865,3177537
relG,relG // relF,Rv2866,3177822
Rv2867c,Rv2867c,Rv2867c,3178458
gcpE,dxr // rip // gcpE,Rv2868c,3179368
rip,dxr // rip // gcpE,Rv2869c,3180548
dxr,dxr // rip // gcpE,Rv2870c,3181770
vapB43,vapC43 // vapB43,Rv2871,3183138
vapC43,vapC43 // vapB43,Rv2872,3183382
mpt83,mpt83,Rv2873,3183905
dipZ,dipZ,Rv2874,3184847
mpt70,mpt70,Rv2875,3187030
Rv2876,Rv2876,Rv2876,3187663
Rv2877c,mpt53 // Rv2877c,Rv2877c,3188008
mpt53,mpt53 // Rv2877c,Rv2878c,3188876
rlmN,rlmN,Rv2879c,3189583
rlmN,frr // cdsA // rlmN,Rv2880c,3189851
cdsA,frr // cdsA // rlmN,Rv2881c,3190701
frr,frr // cdsA // rlmN,Rv2882c,3191644
pyrH,pyrH,Rv2883c,3192373
Rv2884,Rv2884,Rv2884,3193393
Rv2885c,Rv2886c // Rv2885c,Rv2885c,3194166
Rv2886c,Rv2886c // Rv2885c,Rv2886c,3195545
Rv2887,Rv2887,Rv2887,3196431
amiC,rpsB // tsf // amiC,Rv2888c,3196864
tsf,rpsB // tsf // amiC,Rv2889c,3198292
rpsB,rpsB // tsf // amiC,Rv2890c,3199119
Rv2891,Rv2891,Rv2891,3200266
PPE45,PPE45,Rv2892c,3200794
Rv2893,Rv2893,Rv2893,3202420
xerC,xerC,Rv2894c,3203394
viuB,Rv2898c // Rv2897c // dprA // viuB,Rv2895c,3204381
dprA,Rv2898c // Rv2897c // dprA // viuB,Rv2896c,3205265
Rv2897c,Rv2898c // Rv2897c // dprA // viuB,Rv2897c,3206431
Rv2898c,Rv2898c // Rv2897c // dprA // viuB,Rv2898c,3207942
fdhD,fdhF // fdhD,Rv2899c,3208576
fdhF,fdhF // fdhD,Rv2900c,3209406
Rv2901c,Rv2901c,Rv2901c,3211803
rnhB,lepB // rnhB,Rv2902c,3212162
lepB,lepB // rnhB,Rv2903c,3212970
rplS,rplS,Rv2904c,3213912
lppW,lppW,Rv2905,3214628
trmD,rpsP // Rv2908c // rimM // trmD,Rv2906c,3215665
rimM,rpsP // Rv2908c // rimM // trmD,Rv2907c,3216361
Rv2908c,rpsP // Rv2908c // rimM // trmD,Rv2908c,3216905
rpsP,rpsP // Rv2908c // rimM // trmD,Rv2909c,3217155
Rv2910c,Rv2910c,Rv2910c,3217827
dacB2,dacB2,Rv2911,3218339
Rv2912c,Rv2913c // Rv2912c,Rv2912c,3219274
Rv2913c,Rv2913c // Rv2912c,Rv2913c,3219863
pknI,pknI,Rv2914c,3221767
Rv2915c,ffh // Rv2915c,Rv2915c,3223568
ffh,ffh // Rv2915c,Rv2916c,3224708
Rv2917,Rv2917,Rv2917,3226363
glnD,glnD,Rv2918c,3228254
glnB,amt // glnB,Rv2919c,3230738
amt,amt // glnB,Rv2920c,3231073
ftsY,ftsY,Rv2921c,3232871
acyP,Rv2923c // acyP // smc,Rv2922A,3237818
smc,Rv2923c // acyP // smc,Rv2922c,3234189
Rv2923c,Rv2923c // acyP // smc,Rv2923c,3238086
fpg,fpg,Rv2924c,3238601
rnc,Rv2926c // rnc,Rv2925c,3239829
Rv2926c,Rv2926c // rnc,Rv2926c,3240548
Rv2927c,Rv2927c,Rv2927c,3241222
tesA,Rv2929 // tesA,Rv2928,3242198
Rv2929,Rv2929 // tesA,Rv2929,3242970
fadD26,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2930,3243697
ppsA,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2931,3245445
ppsB,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2932,3251072
ppsC,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2933,3255685
ppsD,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2934,3262248
ppsE,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2935,3267737
drrA,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2936,3272214
drrB,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2937,3273206
drrC,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2938,3274072
papA5,papA5 // drrC // drrB // drrA // ppsE // ppsD // ppsC // ppsB // ppsA // fadD26,Rv2939,3274949
mas,mas,Rv2940c,3276380
fadD28,mmpL7 // fadD28,Rv2941,3283335
mmpL7,mmpL7 // fadD28,Rv2942,3285070
Rv2943,Rv2943A // Rv2943,Rv2943,3288464
Rv2943A,Rv2943A // Rv2943,Rv2943A,3289705
Rv2944,Rv2944,Rv2944,3289790
lppX,lppX,Rv2945c,3290624
pks1,fadD29 // Rv2949c // fadD22 // pks15 // pks1,Rv2946c,3291503
pks15,fadD29 // Rv2949c // fadD22 // pks15 // pks1,Rv2947c,3296350
fadD22,fadD29 // Rv2949c // fadD22 // pks15 // pks1,Rv2948c,3297837
Rv2949c,fadD29 // Rv2949c // fadD22 // pks15 // pks1,Rv2949c,3299971
fadD29,fadD29 // Rv2949c // fadD22 // pks15 // pks1,Rv2950c,3300596
Rv2951c,Rv2951c,Rv2951c,3303103
Rv2952,Rv2953 // Rv2952,Rv2952,3304441
Rv2953,Rv2953 // Rv2952,Rv2953,3305279
Rv2954c,Rv2955c // Rv2954c,Rv2954c,3306666
Rv2955c,Rv2955c // Rv2954c,Rv2955c,3307580
Rv2956,Rv2957 // Rv2956,Rv2956,3308668
Rv2957,Rv2957 // Rv2956,Rv2957,3309470
Rv2958c,Rv2959c // Rv2958c,Rv2958c,3310714
Rv2959c,Rv2959c // Rv2958c,Rv2959c,3312101
Rv2960c,Rv2960c,Rv2960c,3312953
Rv2961,Rv2961,Rv2961,3313283
Rv2962c,Rv2962c,Rv2962c,3313773
Rv2963,Rv2963,Rv2963,3315236
purU,purU,Rv2964,3316529
kdtB,kdtB,Rv2965c,3318330
Rv2966c,Rv2966c,Rv2966c,3318901
pca,Rv2969c // Rv2968c // pca,Rv2967c,3319663
Rv2968c,Rv2969c // Rv2968c // pca,Rv2968c,3323071
Rv2969c,Rv2969c // Rv2968c // pca,Rv2969c,3323709
Rv2970A,Rv2971 // Rv2970A,Rv2970A,3325934
lipN,lipN,Rv2970c,3324573
Rv2971,Rv2971 // Rv2970A,Rv2971,3326101
Rv2972c,Rv2975c // Rv2974c // recG // Rv2972c,Rv2972c,3327023
recG,Rv2975c // Rv2974c // recG // Rv2972c,Rv2973c,3327733
Rv2974c,Rv2975c // Rv2974c // recG // Rv2972c,Rv2974c,3329949
Rv2975c,Rv2975c // Rv2974c // recG // Rv2972c,Rv2975c,3331358
ung,Rv2979c // Rv2978c // thiL // ung,Rv2976c,3332071
thiL,Rv2979c // Rv2978c // thiL // ung,Rv2977c,3332787
Rv2978c,Rv2979c // Rv2978c // thiL // ung,Rv2978c,3333785
Rv2979c,Rv2979c // Rv2978c // thiL // ung,Rv2979c,3335164
Rv2980,Rv2980,Rv2980,3335960
ddlA,ddlA,Rv2981c,3336796
gpdA2,gpdA2,Rv2982c,3337995
fbiD,fbiD,Rv2983,3339118
ppk1,ppk1,Rv2984,3339854
mutT1,mutT1,Rv2985,3342165
hupB,hupB,Rv2986c,3343176
leuD,leuC // leuD,Rv2987c,3344033
leuC,leuC // leuD,Rv2988c,3344654
Rv2989,Rv2989,Rv2989,3346147
Rv2990c,Rv2990c,Rv2990c,3346859
Rv2991,Rv2991,Rv2991,3347982
gltS,Rv2993c // gltS // glnU // gluU,Rv2992c,3348805
Rv2993c,Rv2993c // gltS // glnU // gluU,Rv2993c,3350274
Rv2994,Rv2994,Rv2994,3351269
leuB,serA1 // leuB,Rv2995c,3352458
serA1,serA1 // leuB,Rv2996c,3353483
Rv2997,Rv2997,Rv2997,3355099
Rv2998,Rv2998,Rv2998,3356815
Rv2998A,Rv2998A,Rv2998A,3357225
lppY,lppY,Rv2999,3357602
Rv3000,Rv3000,Rv3000,3358612
ilvC,ilvB1 // ilvN // ilvC,Rv3001c,3359585
ilvN,ilvB1 // ilvN // ilvC,Rv3002c,3360624
ilvB1,ilvB1 // ilvN // ilvC,Rv3003c,3361130
cfp6,cfp6,Rv3004,3363348
Rv3005c,Rv3005c,Rv3005c,3363693
lppZ,lppZ,Rv3006,3364709
Rv3007c,Rv3007c,Rv3007c,3365836
Rv3008,Rv3008,Rv3008,3366644
gatB,gatC // gatA // pfkA // gatB,Rv3009c,3367264
pfkA,gatC // gatA // pfkA // gatB,Rv3010c,3368823
gatA,gatC // gatA // pfkA // gatB,Rv3011c,3369950
gatC,gatC // gatA // pfkA // gatB,Rv3012c,3371431
Rv3013,Rv3013,Rv3013,3371815
ligA,Rv3015c // ligA,Rv3014c,3372545
Rv3015c,Rv3015c // ligA,Rv3015c,3374651
lpqA,lpqA,Rv3016,3375758
esxQ,esxQ,Rv3017c,3376490
PE27A,PE27A,Rv3018A,3378329
PPE46,PPE46,Rv3018c,3376939
esxR,esxS // esxR,Rv3019c,3378711
esxS,esxS // esxR,Rv3020c,3379036
PPE47,PE29 // PPE48 // PPE47,Rv3021c,3379376
PE29,PE29 // PPE48 // PPE47,Rv3022A,3380679
PPE48,PE29 // PPE48 // PPE47,Rv3022c,3380440
Rv3023c,Rv3023c,Rv3023c,3381375
trmU,iscS // trmU,Rv3024c,3382785
iscS,iscS // trmU,Rv3025c,3383885
Rv3026c,Rv3027c // Rv3026c,Rv3026c,3385163
Rv3027c,Rv3027c // Rv3026c,Rv3027c,3386074
fixB,fixA // fixB,Rv3028c,3387075
fixA,fixA // fixB,Rv3029c,3388070
Rv3030,Rv3032A // Rv3032 // Rv3031 // Rv3030,Rv3030,3389101
Rv3031,Rv3032A // Rv3032 // Rv3031 // Rv3030,Rv3031,3389922
Rv3032,Rv3032A // Rv3032 // Rv3031 // Rv3030,Rv3032,3391534
Rv3032A,Rv3032A // Rv3032 // Rv3031 // Rv3030,Rv3032A,3392812
Rv3033,Rv3033,Rv3033,3393380
Rv3034c,Rv3034c,Rv3034c,3394019
Rv3035,Rv3035,Rv3035,3395379
TB22.2,TB22.2,Rv3036c,3396458
Rv3037c,Rv3037c,Rv3037c,3397214
Rv3038c,ctaD // serB2 // Rv3041c // Rv3040c // echA17 // Rv3038c,Rv3038c,3398425
echA17,ctaD // serB2 // Rv3041c // Rv3040c // echA17 // Rv3038c,Rv3039c,3399419
Rv3040c,ctaD // serB2 // Rv3041c // Rv3040c // echA17 // Rv3038c,Rv3040c,3400192
Rv3041c,ctaD // serB2 // Rv3041c // Rv3040c // echA17 // Rv3038c,Rv3041c,3401055
serB2,ctaD // serB2 // Rv3041c // Rv3040c // echA17 // Rv3038c,Rv3042c,3401933
ctaD,ctaD // serB2 // Rv3041c // Rv3040c // echA17 // Rv3038c,Rv3043c,3403200
fecB,fecB,Rv3044,3405136
adhC,adhC,Rv3045,3406285
Rv3046c,Rv3046c,Rv3046c,3407314
Rv3047c,Rv3047c,Rv3047c,3408022
nrdF2,Rv3049c // nrdF2,Rv3048c,3408404
Rv3049c,Rv3049c // nrdF2,Rv3049c,3409509
Rv3050c,nrdE // Rv3050c,Rv3050c,3411217
nrdE,nrdE // Rv3050c,Rv3051c,3412085
nrdI,nrdH // nrdI,Rv3052c,3414232
nrdH,nrdH // nrdI,Rv3053c,3414719
Rv3054c,Rv3054c,Rv3054c,3415435
Rv3055,dinP // Rv3055,Rv3055,3416081
dinP,dinP // Rv3055,Rv3056,3416705
Rv3057c,Rv3057c,Rv3057c,3417799
Rv3058c,Rv3058c,Rv3058c,3418726
cyp136,cyp136,Rv3059,3419492
Rv3060c,Rv3060c,Rv3060c,3421741
fadE22,fadE22,Rv3061c,3423262
ligB,ligB,Rv3062,3425584
cstA,cstA,Rv3063,3427243
Rv3064c,Rv3064c,Rv3064c,3429825
mmr,Rv3066 // mmr,Rv3065,3430387
Rv3066,Rv3066 // mmr,Rv3066,3430707
Rv3067,Rv3067,Rv3067,3431428
pgmA,pgmA,Rv3068c,3431979
Rv3069,Rv3071 // Rv3070 // Rv3069,Rv3069,3433692
Rv3070,Rv3071 // Rv3070 // Rv3069,Rv3070,3434087
Rv3071,Rv3071 // Rv3070 // Rv3069,Rv3071,3434464
Rv3072c,Rv3073c // Rv3072c,Rv3072c,3435798
Rv3073c,Rv3073c // Rv3072c,Rv3073c,3436329
Rv3074,Rv3074,Rv3074,3436779
Rv3075c,Rv3075c,Rv3075c,3438050
Rv3076,hab // Rv3077 // Rv3076,Rv3076,3439072
Rv3077,hab // Rv3077 // Rv3076,Rv3077,3439541
hab,hab // Rv3077 // Rv3076,Rv3078,3441353
Rv3079c,Rv3079c,Rv3079c,3441770
pknK,pknK,Rv3080c,3442656
Rv3081,Rv3081,Rv3081,3446040
virS,virS,Rv3082c,3447404
mymA,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3083,3448504
lipR,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3084,3449997
Rv3085,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3085,3450920
adhD,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3086,3451781
Rv3087,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3087,3452925
tgs4,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3088,3454340
fadD13,fadD13 // tgs4 // Rv3087 // adhD // Rv3085 // lipR // mymA,Rv3089,3455761
Rv3090,Rv3091 // Rv3090,Rv3090,3458211
Rv3091,Rv3091 // Rv3090,Rv3091,3459116
Rv3092c,Rv3094c // Rv3093c // Rv3092c,Rv3092c,3460814
Rv3093c,Rv3094c // Rv3093c // Rv3092c,Rv3093c,3461760
Rv3094c,Rv3094c // Rv3093c // Rv3092c,Rv3094c,3462761
Rv3095,Rv3095,Rv3095,3463973
Rv3096,Rv3096,Rv3096,3464547
lipY,lipY,Rv3097c,3465778
Rv3098A,Rv3098A,Rv3098A,3467606
Rv3098c,Rv3098c,Rv3098c,3467210
Rv3099c,ftsE // ftsX // smpB // Rv3099c,Rv3099c,3468413
smpB,ftsE // ftsX // smpB // Rv3099c,Rv3100c,3469301
ftsX,ftsE // ftsX // smpB // Rv3099c,Rv3101c,3469786
ftsE,ftsE // ftsX // smpB // Rv3099c,Rv3102c,3470680
Rv3103c,prfB // Rv3104c // Rv3103c,Rv3103c,3471413
Rv3104c,prfB // Rv3104c // Rv3103c,Rv3104c,3471852
prfB,prfB // Rv3104c // Rv3103c,Rv3105c,3472768
fprA,fprA,Rv3106,3474007
agpS,agpS,Rv3107c,3475378
Rv3108,Rv3108,Rv3108,3477060
moaA1,moaD1 // moaC1 // moaB1 // moaA1,Rv3109,3477649
moaB1,moaD1 // moaC1 // moaB1 // moaA1,Rv3110,3478779
moaC1,moaD1 // moaC1 // moaB1 // moaA1,Rv3111,3479171
moaD1,moaD1 // moaC1 // moaB1 // moaA1,Rv3112,3479700
Rv3113,Rv3114 // Rv3113,Rv3113,3480074
Rv3114,Rv3114 // Rv3113,Rv3114,3480759
Rv3115,Rv3120 // moaE1 // sseC1 // cysA3 // moeB2 // Rv3115,Rv3115,3481451
moeB2,Rv3120 // moaE1 // sseC1 // cysA3 // moeB2 // Rv3115,Rv3116,3482776
cysA3,Rv3120 // moaE1 // sseC1 // cysA3 // moeB2 // Rv3115,Rv3117,3483974
sseC1,Rv3120 // moaE1 // sseC1 // cysA3 // moeB2 // Rv3115,Rv3118,3484809
moaE1,Rv3120 // moaE1 // sseC1 // cysA3 // moeB2 // Rv3115,Rv3119,3485132
Rv3120,Rv3120 // moaE1 // sseC1 // cysA3 // moeB2 // Rv3115,Rv3120,3485572
cyp141,cyp141,Rv3121,3486509
Rv3122,Rv3123 // Rv3122,Rv3122,3488089
Rv3123,Rv3123 // Rv3122,Rv3123,3488569
moaR1,moaR1,Rv3124,3489506
PPE49,PPE49,Rv3125c,3490476
Rv3126c,Rv3126c,Rv3126c,3491808
Rv3127,Rv3127,Rv3127,3492147
Rv3128c,Rv3128c,Rv3128c,3493168
Rv3129,Rv3129,Rv3129,3494660
tgs1,tgs1,Rv3130c,3494975
Rv3131,Rv3131,Rv3131,3496551
devS,Rv3134c // devR // devS,Rv3132c,3497529
devR,Rv3134c // devR // devS,Rv3133c,3499262
Rv3134c,Rv3134c // devR // devS,Rv3134c,3499943
PPE50,PPE50,Rv3135,3501334
PPE51,PPE51,Rv3136,3501794
Rv3136A,Rv3136A,Rv3136A,3502945
hisN,pflA // hisN,Rv3137,3503393
pflA,pflA // hisN,Rv3138,3504195
fadE24,fadE23 // fadE24,Rv3139,3505363
fadE23,fadE23 // fadE24,Rv3140,3506790
fadB4,fadB4,Rv3141,3508095
Rv3142c,Rv3142c,Rv3142c,3509118
Rv3143,Rv3143,Rv3143,3509654
PPE52,PPE52,Rv3144c,3510088
nuoA,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3145,3511682
nuoB,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3146,3512077
nuoC,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3147,3512628
nuoD,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3148,3513338
nuoE,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3149,3514657
nuoF,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3150,3515412
nuoG,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3151,3516746
nuoH,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3152,3519282
nuoI,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3153,3520507
nuoJ,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3154,3521139
nuoK,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3155,3521924
nuoL,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3156,3522234
nuoM,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3157,3524132
nuoN,nuoN // nuoM // nuoL // nuoK // nuoJ // nuoI // nuoH // nuoG // nuoF // nuoE // nuoD // nuoC // nuoB // nuoA,Rv3158,3525790
PPE53,PPE53,Rv3159c,3527391
Rv3160c,Rv3161c // Rv3160c,Rv3160c,3529338
Rv3161c,Rv3161c // Rv3160c,Rv3161c,3529990
Rv3162c,Rv3166c // Rv3165c // moxR3 // Rv3163c // Rv3162c,Rv3162c,3531208
Rv3163c,Rv3166c // Rv3165c // moxR3 // Rv3163c // Rv3162c,Rv3163c,3531642
moxR3,Rv3166c // Rv3165c // moxR3 // Rv3163c // Rv3162c,Rv3164c,3532943
Rv3165c,Rv3166c // Rv3165c // moxR3 // Rv3163c // Rv3162c,Rv3165c,3533913
Rv3166c,Rv3166c // Rv3165c // moxR3 // Rv3163c // Rv3162c,Rv3166c,3534392
Rv3167c,Rv3167c,Rv3167c,3535431
Rv3168,Rv3169 // Rv3168,Rv3168,3536102
Rv3169,Rv3169 // Rv3168,Rv3169,3537238
aofH,aofH,Rv3170,3538505
hpx,hpx,Rv3171c,3539846
Rv3172c,Rv3172c,Rv3172c,3540882
Rv3173c,Rv3173c,Rv3173c,3541443
Rv3174,Rv3175 // Rv3174,Rv3174,3542138
Rv3175,Rv3175 // Rv3174,Rv3175,3542860
mesT,mesT,Rv3176c,3544344
Rv3177,Rv3177,Rv3177,3545447
Rv3178,Rv3178,Rv3178,3546438
Rv3179,Rv3179,Rv3179,3547618
Rv3180c,vapB49 // Rv3180c,Rv3180c,3549254
vapB49,vapB49 // Rv3180c,Rv3181c,3549691
higB3,Rv3183 // higB3,Rv3182,3550374
Rv3183,Rv3183 // higB3,Rv3183,3550715
Rv3184,Rv3185 // Rv3184,Rv3184,3551281
Rv3185,Rv3185 // Rv3184,Rv3185,3551556
Rv3186,Rv3187 // Rv3186,Rv3186,3552764
Rv3187,Rv3187 // Rv3186,Rv3187,3553039
Rv3188,Rv3189 // Rv3188,Rv3188,3554298
Rv3189,Rv3189 // Rv3188,Rv3189,3554642
Rv3190A,Rv3190A,Rv3190A,3556855
Rv3190c,Rv3190c,Rv3190c,3555422
Rv3191c,Rv3191c,Rv3191c,3557311
Rv3192,Rv3192,Rv3192,3559563
Rv3193c,Rv3193c,Rv3193c,3560194
Rv3194c,Rv3194c,Rv3194c,3563264
Rv3195,Rv3196 // Rv3195,Rv3195,3564364
Rv3196,Rv3196 // Rv3195,Rv3196,3565788
Rv3196A,Rv3196A,Rv3196A,3566696
Rv3197,Rv3197,Rv3197,3567024
whiB7,whiB7,Rv3197A,3568401
Rv3198A,Rv3198A,Rv3198A,3571335
uvrD2,uvrD2,Rv3198c,3569109
nudC,nudC,Rv3199c,3571602
Rv3200c,Rv3200c,Rv3200c,3572602
Rv3201c,Rv3202c // Rv3201c,Rv3201c,3573731
Rv3202c,Rv3202c // Rv3201c,Rv3202c,3577033
lipV,Rv3204 // lipV,Rv3203,3580638
Rv3204,Rv3204 // lipV,Rv3204,3581315
Rv3205c,moeB1 // Rv3205c,Rv3205c,3581627
moeB1,moeB1 // Rv3205c,Rv3206c,3582532
Rv3207c,Rv3207c,Rv3207c,3583801
Rv3208,Rv3208,Rv3208,3585004
TB9.4,TB9.4,Rv3208A,3585677
Rv3209,Rv3209,Rv3209,3586274
Rv3210c,Rv3210c,Rv3210c,3586844
rhlE,Rv3212 // rhlE,Rv3211,3587798
Rv3212,Rv3212 // rhlE,Rv3212,3589394
Rv3213c,Rv3213c,Rv3213c,3590692
gpm2,Rv3216 // entC // gpm2,Rv3214,3591646
entC,Rv3216 // entC // gpm2,Rv3215,3592254
Rv3216,Rv3216 // entC // gpm2,Rv3216,3593369
Rv3217c,Rv3217c,Rv3217c,3593804
Rv3218,Rv3218,Rv3218,3594468
whiB1,whiB1,Rv3219,3595713
